Entity,Code,Date,"Daily new estimated infections of COVID-19 (ICL, mean)","Daily new estimated infections of COVID-19 (IHME, mean)","Daily new estimated infections of COVID-19 (YYG, mean)","Daily new estimated infections of COVID-19 (LSHTM, median)","Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned)"
Bosnia and Herzegovina,BIH,2020-07-12,2244.25,1449.20068103924,,888.43907584033,273.57143
Bosnia and Herzegovina,BIH,2020-07-13,2335.75,1503.21262615319,,916.626195570431,217.57143
Bosnia and Herzegovina,BIH,2020-07-14,2413.2,1553.19351395227,,952.127665409132,194.28571
Bosnia and Herzegovina,BIH,2020-07-15,2512.68,1598.35784964419,,991.306451013187,220.28571
Bosnia and Herzegovina,BIH,2020-07-16,2604.02,1638.14987662635,,995.330809230324,227.85714
Bosnia and Herzegovina,BIH,2020-07-17,2696.6,1672.23123510116,,1047.03114630581,215.14286
Bosnia and Herzegovina,BIH,2020-07-18,2761.49,1700.46518892852,,1003.74621464448,206
Bosnia and Herzegovina,BIH,2020-07-19,2796.68,1722.8892810037,,975.457375618272,209
Bosnia and Herzegovina,BIH,2020-07-20,2822.89,1739.69269242477,,1072.20378443326,214
Bosnia and Herzegovina,BIH,2020-07-21,2865.77,1751.18430237561,,1114.22986616976,258
Bosnia and Herzegovina,BIH,2020-07-22,2908.28,1757.76300596318,,1123.16602090428,243.42857
Bosnia and Herzegovina,BIH,2020-07-23,2960.98,1759.88663082284,,1201.29744706678,254.42857
Bosnia and Herzegovina,BIH,2020-07-24,3002.3,1758.0456437471,,1257.80653756006,265.57143
Bosnia and Herzegovina,BIH,2020-07-25,3041.97,1752.73522336568,,1103.12244499626,229.42857
Bosnia and Herzegovina,BIH,2020-07-26,3087.61,1744.43788962033,,1138.17225983835,203.85714
Bosnia and Herzegovina,BIH,2020-07-27,3122.03,1733.61318345218,,1150.4852091986,288.42857
Bosnia and Herzegovina,BIH,2020-07-28,3168.73,1720.68556627137,,1354.45803960405,282.71429
Bosnia and Herzegovina,BIH,2020-07-29,3223.37,1706.0475487553,,1401.161655995,287.42857
Bosnia and Herzegovina,BIH,2020-07-30,3278.59,1690.0547869676,,1161.17255190555,283.14286
Bosnia and Herzegovina,BIH,2020-07-31,3323.05,1673.02468321641,,1385.96310127079,301.28571
Bosnia and Herzegovina,BIH,2020-08-01,3329.74,1655.24699377023,,1371.98596552852,301.28571
Bosnia and Herzegovina,BIH,2020-08-02,3292.32,1636.98511203184,,1445.61921354902,361.28571
Bosnia and Herzegovina,BIH,2020-08-03,3246.47,1618.47556364965,,1379.2418722446,280.57143
Bosnia and Herzegovina,BIH,2020-08-04,3228.16,1599.93511621643,,1199.67650942219,298.57143
Bosnia and Herzegovina,BIH,2020-08-05,3202.32,1581.56796493878,,1375.14812580599,287.28571
Bosnia and Herzegovina,BIH,2020-08-06,3201.43,1563.57551537943,,1539.61055907776,278.85714
Bosnia and Herzegovina,BIH,2020-08-07,3190.71,1546.1540229571,,1242.19557099783,258.71429
Bosnia and Herzegovina,BIH,2020-08-08,3167.39,,,1401.70698932278,258.71429
Bosnia and Herzegovina,BIH,2020-08-09,3143.35,,,1358.65781396341,198.71429
Bosnia and Herzegovina,BIH,2020-08-10,3144.99,1499.27396913556,,1335.50698929568,290.85714
Bosnia and Herzegovina,BIH,2020-08-11,3110.67,1486.0913154531,,1301.87094360424,264.57143
Bosnia and Herzegovina,BIH,2020-08-12,3101.7,1474.45610417917,,,260.42857
Bosnia and Herzegovina,BIH,2020-08-13,3090.7,1463.97168917337,,,255.42857
Bosnia and Herzegovina,BIH,2020-08-14,3063.69,1454.86989391539,,,264
Bosnia and Herzegovina,BIH,2020-08-15,3028.63,,,,302
Bosnia and Herzegovina,BIH,2020-08-16,2975.8,,,,302
Bosnia and Herzegovina,BIH,2020-08-17,2939.73,1437.52552058798,,,230.42857
Bosnia and Herzegovina,BIH,2020-08-18,2904.31,1436.14535402978,,,234.71429
Bosnia and Herzegovina,BIH,2020-08-19,2864.15,1437.44344323284,,,247.14286
Bosnia and Herzegovina,BIH,2020-08-20,2840.24,1441.46125782063,,,263.57143
Bosnia and Herzegovina,BIH,2020-08-21,2802.59,1448.17649047977,,,265.85714
Bosnia and Herzegovina,BIH,2020-08-22,2757.15,1457.49654028595,,,273.42857
Bosnia and Herzegovina,BIH,2020-08-23,2723.6,,,,273.42857
Bosnia and Herzegovina,BIH,2020-08-24,2678.26,1483.20143750073,,,274
Bosnia and Herzegovina,BIH,2020-08-25,2639.8,1499.00413173646,,,282.14286
Bosnia and Herzegovina,BIH,2020-08-26,2592.92,1516.25962229066,,,274
Bosnia and Herzegovina,BIH,2020-08-27,2563.83,1534.50016334446,,,270.14286
Bosnia and Herzegovina,BIH,2020-08-28,2527.16,1553.20423352939,,,259.71429
Bosnia and Herzegovina,BIH,2020-08-29,2506.7,1571.80315568647,,,262.14286
Bosnia and Herzegovina,BIH,2020-08-30,2477.36,1589.6932440086,,,296.85714
Bosnia and Herzegovina,BIH,2020-08-31,2444.04,1606.25064336591,,,276.42857
Bosnia and Herzegovina,BIH,2020-09-01,2417.63,1620.85498700125,,,272.57143
Bosnia and Herzegovina,BIH,2020-09-02,2388.3,1632.92974893316,,,272.57143
Bosnia and Herzegovina,BIH,2020-09-03,2372.76,1641.97457465569,,,269.14286
Bosnia and Herzegovina,BIH,2020-09-04,2352.29,1647.59561089515,,,275.42857
Bosnia and Herzegovina,BIH,2020-09-05,2329.01,1649.52951365415,,,269.85714
Bosnia and Herzegovina,BIH,2020-09-06,2293.29,1647.67104109192,,,252.42857
Bosnia and Herzegovina,BIH,2020-09-07,2281.3,1642.07017850663,,,242.28571
Bosnia and Herzegovina,BIH,2020-09-08,2254.16,1632.92546297361,,,246.71429
Bosnia and Herzegovina,BIH,2020-09-09,2228.42,1620.5572009641,,,248.71429
Bosnia and Herzegovina,BIH,2020-09-10,2221.8,1605.3860078754,,,248.57143
Bosnia and Herzegovina,BIH,2020-09-11,2192.25,1587.91609074812,,,241.71429
Bosnia and Herzegovina,BIH,2020-09-12,2208.97,1568.73045032636,,,242.71429
Bosnia and Herzegovina,BIH,2020-09-13,2234.35,1548.48489407458,,,272.14286
Bosnia and Herzegovina,BIH,2020-09-14,2243.95,1527.90317755333,,,282.14286
Bosnia and Herzegovina,BIH,2020-09-15,2257.4,1507.76826587288,,,281.14286
Bosnia and Herzegovina,BIH,2020-09-16,2274.88,1488.90823854384,,,279
Bosnia and Herzegovina,BIH,2020-09-17,2301.24,1472.16776721281,,,294.42857
Bosnia and Herzegovina,BIH,2020-09-18,2317.55,1458.41483378824,,,294.71429
Bosnia and Herzegovina,BIH,2020-09-19,2319.44,1448.54018242721,,,297
Bosnia and Herzegovina,BIH,2020-09-20,2337.34,1443.45042055274,,,280.42857
Bosnia and Herzegovina,BIH,2020-09-21,2344,1444.06470567325,,,269.42857
Bosnia and Herzegovina,BIH,2020-09-22,2347.33,1451.32509655587,,,258.28571
Bosnia and Herzegovina,BIH,2020-09-23,2360.98,1466.2189611819,,,267.14286
Bosnia and Herzegovina,BIH,2020-09-24,2369.11,1489.80460750868,,,244.42857
Bosnia and Herzegovina,BIH,2020-09-25,2395.39,1523.23374229402,,,238.14286
Bosnia and Herzegovina,BIH,2020-09-26,2450.47,1567.76118576032,,,225.71429
Bosnia and Herzegovina,BIH,2020-09-27,2519.78,1624.74498234188,,,213.14286
Bosnia and Herzegovina,BIH,2020-09-28,2595.55,1695.63278392222,,,211.42857
Bosnia and Herzegovina,BIH,2020-09-29,2661.45,1781.93265388962,,,212.71429
Bosnia and Herzegovina,BIH,2020-09-30,2738.87,1885.18399574666,,,198.28571
Bosnia and Herzegovina,BIH,2020-10-01,2830.38,2006.95436316369,,,204.71429
Bosnia and Herzegovina,BIH,2020-10-02,2920.95,2148.85072572035,,,201.57143
Bosnia and Herzegovina,BIH,2020-10-03,3007.92,,,,168.28571
Bosnia and Herzegovina,BIH,2020-10-04,3097.03,2499.47764181303,,,204.85714
Bosnia and Herzegovina,BIH,2020-10-05,3187.59,2711.36832403631,,,206.85714
Bosnia and Herzegovina,BIH,2020-10-06,3269.06,2949.59818595873,,,212
Bosnia and Herzegovina,BIH,2020-10-07,3362.37,3215.39479669926,,,229.42857
Bosnia and Herzegovina,BIH,2020-10-08,3469.56,3509.66230360408,,,254.14286
Bosnia and Herzegovina,BIH,2020-10-09,3575.2,3832.84103789569,,,277.42857
Bosnia and Herzegovina,BIH,2020-10-10,3742.89,4184.8023817904,,,338.57143
Bosnia and Herzegovina,BIH,2020-10-11,3925.04,4564.74751453727,,,327.57143
Bosnia and Herzegovina,BIH,2020-10-12,4094.58,4971.07939013782,,,341.14286
Bosnia and Herzegovina,BIH,2020-10-13,4288.84,5401.32608953409,,,351.85714
Bosnia and Herzegovina,BIH,2020-10-14,4446.06,5852.07957733435,,,368.57143
Bosnia and Herzegovina,BIH,2020-10-15,4664.98,6318.93956175305,,,385.14286
Bosnia and Herzegovina,BIH,2020-10-16,4863.79,6796.47599300133,,,418.28571
Bosnia and Herzegovina,BIH,2020-10-17,5076.84,7278.22319676911,,,459.42857
Bosnia and Herzegovina,BIH,2020-10-18,5291.7,7756.69392525568,,,495
Bosnia and Herzegovina,BIH,2020-10-19,5504.45,8223.45546895324,,,546.28571
Bosnia and Herzegovina,BIH,2020-10-20,5706.33,8669.28432841641,,,602.28571
Bosnia and Herzegovina,BIH,2020-10-21,5939.2,9084.52232139473,,,665.71429
Bosnia and Herzegovina,BIH,2020-10-22,6165.78,9459.64916984877,,,727.14286
Bosnia and Herzegovina,BIH,2020-10-23,6401.98,9786.07139809914,,,806.85714
Bosnia and Herzegovina,BIH,2020-10-24,6639.53,10056.9427134562,,,885.28571
Bosnia and Herzegovina,BIH,2020-10-25,6845.46,10267.7530268642,,,968.71429
Bosnia and Herzegovina,BIH,2020-10-26,7072.94,10416.730046587,,,990.71429
Bosnia and Herzegovina,BIH,2020-10-27,7266.14,10504.768751044,,,1108.85714
Bosnia and Herzegovina,BIH,2020-10-28,7486.4,10535.0769538374,,,1203.14286
Bosnia and Herzegovina,BIH,2020-10-29,7723.65,10512.7315379157,,,1332.14286
Bosnia and Herzegovina,BIH,2020-10-30,7936.36,10444.2062192464,,,1377.71429
Bosnia and Herzegovina,BIH,2020-10-31,8152.71,10336.8042741565,,,1476
Bosnia and Herzegovina,BIH,2020-11-01,8338.66,10198.2270782306,,,1516
Bosnia and Herzegovina,BIH,2020-11-02,8565.12,10036.4037259351,,,1524.71429
Bosnia and Herzegovina,BIH,2020-11-03,8752.15,9859.66503175511,,,1524.42857
Bosnia and Herzegovina,BIH,2020-11-04,8918.52,9676.07886186926,,,1551.57143
Bosnia and Herzegovina,BIH,2020-11-05,9137.82,9492.15153573101,,,1552.42857
Bosnia and Herzegovina,BIH,2020-11-06,9333.69,9312.67284714314,,,1612.85714
Bosnia and Herzegovina,BIH,2020-11-07,9446.81,9140.65576838605,,,1588.85714
Bosnia and Herzegovina,BIH,2020-11-08,9453.29,8977.00873817061,,,1559.71429
Bosnia and Herzegovina,BIH,2020-11-09,9463.23,8821.68527559452,,,1592.85714
Bosnia and Herzegovina,BIH,2020-11-10,9471.33,8673.32862490386,,,1600.28571
Bosnia and Herzegovina,BIH,2020-11-11,9477.58,8543.80080634226,,,1566.71429
Bosnia and Herzegovina,BIH,2020-11-12,9462.4,8418.30689354454,,,1541
Bosnia and Herzegovina,BIH,2020-11-13,9492.73,8297.76975383765,,,1456.85714
Bosnia and Herzegovina,BIH,2020-11-14,9499.88,8184.40622807824,,,1384
Bosnia and Herzegovina,BIH,2020-11-15,9488.87,8080.21358395119,,,1361.85714
Bosnia and Herzegovina,BIH,2020-11-16,9473.83,7967.90310317342,,,1324.28571
Bosnia and Herzegovina,BIH,2020-11-17,9445.14,7861.88943450438,,,1274.28571
Bosnia and Herzegovina,BIH,2020-11-18,9406.65,7757.26658787683,,,1287.42857
Bosnia and Herzegovina,BIH,2020-11-19,9346.44,7651.98670802522,,,1209.14286
Bosnia and Herzegovina,BIH,2020-11-20,9298.89,7558.59864381668,,,1195.57143
Bosnia and Herzegovina,BIH,2020-11-21,9218.46,7477.02114084863,,,1201.28571
Bosnia and Herzegovina,BIH,2020-11-22,9114.96,7399.65138731835,,,1150
Bosnia and Herzegovina,BIH,2020-11-23,8978.75,7334.59971095639,,,1123.42857
Bosnia and Herzegovina,BIH,2020-11-24,8882.95,7282.02943871295,,,1113.57143
Bosnia and Herzegovina,BIH,2020-11-25,8786.69,7226.15869646693,,,1107.28571
Bosnia and Herzegovina,BIH,2020-11-26,8683.16,7166.44430774012,,,1070.71429
Bosnia and Herzegovina,BIH,2020-11-27,8578.22,7117.15557447704,,,1062.42857
Bosnia and Herzegovina,BIH,2020-11-28,8453.17,7078.8079537561,,,1057.28571
Bosnia and Herzegovina,BIH,2020-11-29,8356.55,7044.62312596876,,,1052.57143
Bosnia and Herzegovina,BIH,2020-11-30,8230.94,7014.76494341749,,,1049.71429
Bosnia and Herzegovina,BIH,2020-12-01,8103.22,,,,1049.42857
Bosnia and Herzegovina,BIH,2020-12-02,7947.32,,,,1007.14286
Bosnia and Herzegovina,BIH,2020-12-03,7827.81,,,,1041
Bosnia and Herzegovina,BIH,2020-12-04,7712.88,,,,1051.71429
Bosnia and Herzegovina,BIH,2020-12-05,,,,,1008.28571
Bosnia and Herzegovina,BIH,2020-12-06,,,,,1019
Bosnia and Herzegovina,BIH,2020-12-07,,,,,1006.14286
Bosnia and Herzegovina,BIH,2020-12-08,,,,,990.85714
Bosnia and Herzegovina,BIH,2020-12-09,,,,,991.28571
Bosnia and Herzegovina,BIH,2020-12-10,,,,,1009.14286
Botswana,BWA,2020-01-25,,,,,0
Botswana,BWA,2020-01-26,,,,,0
Botswana,BWA,2020-01-27,,,,,0
Botswana,BWA,2020-01-28,,,,,0
Botswana,BWA,2020-01-29,,,,,0
Botswana,BWA,2020-01-30,,,,,0
Botswana,BWA,2020-01-31,,,,,0
Botswana,BWA,2020-02-01,,,,,0
Botswana,BWA,2020-02-02,,,,,0
Botswana,BWA,2020-02-03,,,,,0
Botswana,BWA,2020-02-04,,,,,0
Botswana,BWA,2020-02-05,,,,,0
Botswana,BWA,2020-02-06,,,,,0
Botswana,BWA,2020-02-07,,,,,0
Botswana,BWA,2020-02-08,,,,,0
Botswana,BWA,2020-02-09,,,,,0
Botswana,BWA,2020-02-10,,,,,0
Botswana,BWA,2020-02-11,,,,,0
Botswana,BWA,2020-02-12,,,,,0
Botswana,BWA,2020-02-13,,,,,0
Botswana,BWA,2020-02-14,,,,,0
Botswana,BWA,2020-02-15,,,,,0
Botswana,BWA,2020-02-16,,,,,0
Botswana,BWA,2020-02-17,,,,,0
Botswana,BWA,2020-02-18,,,,,0
Botswana,BWA,2020-02-19,,,,,0
Botswana,BWA,2020-02-20,,,,,0
Botswana,BWA,2020-02-21,,,,,0
Botswana,BWA,2020-02-22,,,,,0
Botswana,BWA,2020-02-23,,,,,0
Botswana,BWA,2020-02-24,,,,,0
Botswana,BWA,2020-02-25,,,,,0
Botswana,BWA,2020-02-26,,,,,0
Botswana,BWA,2020-02-27,,,,,0
Botswana,BWA,2020-02-28,,,,,0
Botswana,BWA,2020-02-29,,,,,0
Botswana,BWA,2020-03-01,,,,,0
Botswana,BWA,2020-03-02,,,,,0
Botswana,BWA,2020-03-03,,,,,0
Botswana,BWA,2020-03-04,,,,,0
Botswana,BWA,2020-03-05,,,,,0
Botswana,BWA,2020-03-06,,,,,0
Botswana,BWA,2020-03-07,,,,,0
Botswana,BWA,2020-03-08,,,,,0
Botswana,BWA,2020-03-09,,,,,0
Botswana,BWA,2020-03-10,,,,,0
Botswana,BWA,2020-03-11,,,,,0
Botswana,BWA,2020-03-12,,,,,0
Botswana,BWA,2020-03-13,,,,,0
Botswana,BWA,2020-03-14,,,,,0
Botswana,BWA,2020-03-15,,,,,0
Botswana,BWA,2020-03-16,,,,,0
Botswana,BWA,2020-03-17,,,,,0
Botswana,BWA,2020-03-18,,,,,0
Botswana,BWA,2020-03-19,,,,,0
Botswana,BWA,2020-03-20,,,,,0
Botswana,BWA,2020-03-21,,,,,0
Botswana,BWA,2020-03-22,,,,,0
Botswana,BWA,2020-03-23,,,,,0
Botswana,BWA,2020-03-24,,,,,0
Botswana,BWA,2020-03-25,,,,,0
Botswana,BWA,2020-03-26,,,,,0
Botswana,BWA,2020-03-27,,,,,0
Botswana,BWA,2020-03-28,,,,,0
Botswana,BWA,2020-03-29,,,,,0
Botswana,BWA,2020-03-30,,,,,0.42857
Botswana,BWA,2020-03-31,,,,,0.57143
Botswana,BWA,2020-04-01,,,,,0.57143
Botswana,BWA,2020-04-02,,,,,0.57143
Botswana,BWA,2020-04-03,,,,,0.57143
Botswana,BWA,2020-04-04,,,,,0.57143
Botswana,BWA,2020-04-05,,,,,0.85714
Botswana,BWA,2020-04-06,,,,,0.42857
Botswana,BWA,2020-04-07,,,,,0.28571
Botswana,BWA,2020-04-08,,,,,0.28571
Botswana,BWA,2020-04-09,,,,,1.28571
Botswana,BWA,2020-04-10,,,,,1.28571
Botswana,BWA,2020-04-11,,,,,1.28571
Botswana,BWA,2020-04-12,,,,,1
Botswana,BWA,2020-04-13,,,,,1
Botswana,BWA,2020-04-14,,,,,1
Botswana,BWA,2020-04-15,,,,,1
Botswana,BWA,2020-04-16,,,,,0.28571
Botswana,BWA,2020-04-17,,,,,0.28571
Botswana,BWA,2020-04-18,,,,,0.28571
Botswana,BWA,2020-04-19,,,,,1
Botswana,BWA,2020-04-20,,,,,1
Botswana,BWA,2020-04-21,,,,,1
Botswana,BWA,2020-04-22,,,,,1.28571
Botswana,BWA,2020-04-23,,,,,1
Botswana,BWA,2020-04-24,,,,,1
Botswana,BWA,2020-04-25,,,,,1
Botswana,BWA,2020-04-26,,,,,0.28571
Botswana,BWA,2020-04-27,,,,,0.28571
Botswana,BWA,2020-04-28,,,,,0.42857
Botswana,BWA,2020-04-29,,,,,0.14286
Botswana,BWA,2020-04-30,,,,,0.14286
Botswana,BWA,2020-05-01,,,,,0.14286
Botswana,BWA,2020-05-02,,,,,0.14286
Botswana,BWA,2020-05-03,,,,,0.14286
Botswana,BWA,2020-05-04,,,,,0.14286
Botswana,BWA,2020-05-05,,,,,0
Botswana,BWA,2020-05-06,,,,,0
Botswana,BWA,2020-05-07,,,,,0
Botswana,BWA,2020-05-08,,,,,0
Botswana,BWA,2020-05-09,,,,,0
Botswana,BWA,2020-05-10,,,,,0
Botswana,BWA,2020-05-11,,,,,0.14286
Botswana,BWA,2020-05-12,,,,,0.14286
Botswana,BWA,2020-05-13,,,,,0.14286
Botswana,BWA,2020-05-14,,,,,0.14286
Botswana,BWA,2020-05-15,,,,,0.14286
Botswana,BWA,2020-05-16,,,,,0.14286
Botswana,BWA,2020-05-17,,,,,0.28571
Botswana,BWA,2020-05-18,,,,,0.14286
Botswana,BWA,2020-05-19,,,,,0.14286
Botswana,BWA,2020-05-20,,,,,0.14286
Botswana,BWA,2020-05-21,,,,,0.71429
Botswana,BWA,2020-05-22,,,,,0.85714
Botswana,BWA,2020-05-23,,,,,0.85714
Botswana,BWA,2020-05-24,,,,,1.42857
Botswana,BWA,2020-05-25,,,,,1.42857
Botswana,BWA,2020-05-26,,,,,1.42857
Botswana,BWA,2020-05-27,,,,,1.42857
Botswana,BWA,2020-05-28,,,,,0.85714
Botswana,BWA,2020-05-29,,,,,0.71429
Botswana,BWA,2020-05-30,,,,,0.71429
Botswana,BWA,2020-05-31,,,,,0
Botswana,BWA,2020-06-01,,,,,0.42857
Botswana,BWA,2020-06-02,,,,,0.71429
Botswana,BWA,2020-06-03,,,,,0.71429
Botswana,BWA,2020-06-04,,,,,0.71429
Botswana,BWA,2020-06-05,,,,,0.71429
Botswana,BWA,2020-06-06,,,,,0.71429
Botswana,BWA,2020-06-07,,,,,0.71429
Botswana,BWA,2020-06-08,,,,,0.57143
Botswana,BWA,2020-06-09,,,,,0.28571
Botswana,BWA,2020-06-10,,,,,1.14286
Botswana,BWA,2020-06-11,,,,,1.14286
Botswana,BWA,2020-06-12,0,,,,1.14286
Botswana,BWA,2020-06-13,0.44,,,,2.85714
Botswana,BWA,2020-06-14,0.57,,,,2.85714
Botswana,BWA,2020-06-15,0.79,,,,2.57143
Botswana,BWA,2020-06-16,0.93,,,,2.57143
Botswana,BWA,2020-06-17,0.92,,,,4.42857
Botswana,BWA,2020-06-18,0.98,,,,4.42857
Botswana,BWA,2020-06-19,1.22,,,,5.85714
Botswana,BWA,2020-06-20,1.1,,,,4.14286
Botswana,BWA,2020-06-21,1.66,,,,4.14286
Botswana,BWA,2020-06-22,1.54,,,,4.14286
Botswana,BWA,2020-06-23,1.84,,,,4.14286
Botswana,BWA,2020-06-24,2.06,,,,1.85714
Botswana,BWA,2020-06-25,2.58,,,,1.85714
Botswana,BWA,2020-06-26,2.71,,,,0.42857
Botswana,BWA,2020-06-27,3.26,,,,0.42857
Botswana,BWA,2020-06-28,3.9,,,,0.42857
Botswana,BWA,2020-06-29,3.48,,,,12.28571
Botswana,BWA,2020-06-30,4.49,,,,19.71429
Botswana,BWA,2020-07-01,5.01,,,,19.28571
Botswana,BWA,2020-07-02,5.61,,,,19.28571
Botswana,BWA,2020-07-03,6.12,,,,26.42857
Botswana,BWA,2020-07-04,6.98,,,,26.42857
Botswana,BWA,2020-07-05,7.81,,,,26.42857
Botswana,BWA,2020-07-06,7.7,,,,19.85714
Botswana,BWA,2020-07-07,9.11,,,,12.42857
Botswana,BWA,2020-07-08,10.29,,,,12.42857
Botswana,BWA,2020-07-09,11.64,,,,12.42857
Botswana,BWA,2020-07-10,12.75,,,,5.28571
Botswana,BWA,2020-07-11,13.99,,,,5.28571
Botswana,BWA,2020-07-12,13.87,,,,17.42857
Botswana,BWA,2020-07-13,16.18,,,,12.14286
Botswana,BWA,2020-07-14,18.78,,,,12.14286
Botswana,BWA,2020-07-15,20.27,,,,12.14286
Botswana,BWA,2020-07-16,22.7,,,,29.71429
Botswana,BWA,2020-07-17,25.3,,,,29.71429
Botswana,BWA,2020-07-18,26.79,,,,29.71429
Botswana,BWA,2020-07-19,30.83,,,,17.57143
Botswana,BWA,2020-07-20,32.55,,,,17.57143
Botswana,BWA,2020-07-21,35.59,,,,17.57143
Botswana,BWA,2020-07-22,36.95,,,,17.57143
Botswana,BWA,2020-07-23,38.94,,,,10
Botswana,BWA,2020-07-24,40.95,,,,23.42857
Botswana,BWA,2020-07-25,45.29,,,,23.42857
Botswana,BWA,2020-07-26,51.06,,,,23.42857
Botswana,BWA,2020-07-27,53.33,,,,31
Botswana,BWA,2020-07-28,57.27,,,,31
Botswana,BWA,2020-07-29,62.08,,,,40.28571
Botswana,BWA,2020-07-30,66.63,,,,30.28571
Botswana,BWA,2020-07-31,71.2,,,,16.85714
Botswana,BWA,2020-08-01,78.64,,,,16.85714
Botswana,BWA,2020-08-02,83.45,,,,16.85714
Botswana,BWA,2020-08-03,86.59,,,,9.28571
Botswana,BWA,2020-08-04,90.07,,,,9.28571
Botswana,BWA,2020-08-05,94.13,,,,0
Botswana,BWA,2020-08-06,96.85,,,,0
Botswana,BWA,2020-08-07,99.15,,,,0
Botswana,BWA,2020-08-08,105.36,,,,0
Botswana,BWA,2020-08-09,111.63,,,,0
Botswana,BWA,2020-08-10,114.7,,,,37.42857
Botswana,BWA,2020-08-11,120.31,,,,37.42857
Botswana,BWA,2020-08-12,124.71,,,,37.42857
Botswana,BWA,2020-08-13,129.16,,,,58.57143
Botswana,BWA,2020-08-14,135.45,,,,58.57143
Botswana,BWA,2020-08-15,140.14,,,,58.57143
Botswana,BWA,2020-08-16,148.2,,,,58.57143
Botswana,BWA,2020-08-17,156.26,,,,34.57143
Botswana,BWA,2020-08-18,159.82,,,,34.57143
Botswana,BWA,2020-08-19,161.87,,,,34.57143
Botswana,BWA,2020-08-20,168.27,,,,13.42857
Botswana,BWA,2020-08-21,169.25,,,,13.42857
Botswana,BWA,2020-08-22,174.1,,,,13.42857
Botswana,BWA,2020-08-23,178.03,,,,13.42857
Botswana,BWA,2020-08-24,181.64,,,,36.28571
Botswana,BWA,2020-08-25,185.15,,,,36.28571
Botswana,BWA,2020-08-26,188.07,,,,36.28571
Botswana,BWA,2020-08-27,196.47,,,,36.28571
Botswana,BWA,2020-08-28,199.7,,,,36.28571
Botswana,BWA,2020-08-29,203.19,,,,36.28571
Botswana,BWA,2020-08-30,204.79,,,,46.42857
Botswana,BWA,2020-08-31,212.06,,,,10.14286
Botswana,BWA,2020-09-01,208.89,,,,23.14286
Botswana,BWA,2020-09-02,207.79,,,,23.14286
Botswana,BWA,2020-09-03,207.07,,,,23.14286
Botswana,BWA,2020-09-04,207.14,,,,62.85714
Botswana,BWA,2020-09-05,205.82,,,,62.85714
Botswana,BWA,2020-09-06,206.65,,,,52.71429
Botswana,BWA,2020-09-07,206.69,,,,70.42857
Botswana,BWA,2020-09-08,204.69,,,,57.42857
Botswana,BWA,2020-09-09,201.95,,,,57.42857
Botswana,BWA,2020-09-10,201.94,,,,75.42857
Botswana,BWA,2020-09-11,202.28,,,,35.71429
Botswana,BWA,2020-09-12,202.42,,,,35.71429
Botswana,BWA,2020-09-13,203.73,,,,35.71429
Botswana,BWA,2020-09-14,203.1,,,,48.14286
Botswana,BWA,2020-09-15,200.55,,,,48.14286
Botswana,BWA,2020-09-16,201.97,,,,48.14286
Botswana,BWA,2020-09-17,197.58,,,,45
Botswana,BWA,2020-09-18,201.46,,,,45
Botswana,BWA,2020-09-19,199.01,,,,45
Botswana,BWA,2020-09-20,197.36,,,,45
Botswana,BWA,2020-09-21,198.96,,,,14.85714
Botswana,BWA,2020-09-22,196.68,,,,14.85714
Botswana,BWA,2020-09-23,195.08,,,,14.85714
Botswana,BWA,2020-09-24,196.43,,,,50.57143
Botswana,BWA,2020-09-25,191.81,,,,50.57143
Botswana,BWA,2020-09-26,195.2,,,,50.57143
Botswana,BWA,2020-09-27,194.28,,,,50.57143
Botswana,BWA,2020-09-28,193.73,,,,86.42857
Botswana,BWA,2020-09-29,196.63,,,,86.42857
Botswana,BWA,2020-09-30,196.93,,,,86.42857
Botswana,BWA,2020-10-01,197.23,,,,35.85714
Botswana,BWA,2020-10-02,197.3,,,,35.85714
Botswana,BWA,2020-10-03,195.12,,,,35.85714
Botswana,BWA,2020-10-04,194.28,,,,35.85714
Botswana,BWA,2020-10-05,192.14,,,,0
Botswana,BWA,2020-10-06,193.4,,,,0
Botswana,BWA,2020-10-07,193.68,,,,0
Botswana,BWA,2020-10-08,193.16,,,,6.71429
Botswana,BWA,2020-10-09,194.4,,,,6.71429
Botswana,BWA,2020-10-10,192.99,,,,6.71429
Botswana,BWA,2020-10-11,188.09,,,,6.71429
Botswana,BWA,2020-10-12,192.81,,,,49
Botswana,BWA,2020-10-13,191.68,,,,49
Botswana,BWA,2020-10-14,191.6,,,,49
Botswana,BWA,2020-10-15,189.5,,,,99.28571
Botswana,BWA,2020-10-16,185.18,,,,289
Botswana,BWA,2020-10-17,190.41,,,,289
Botswana,BWA,2020-10-18,185.21,,,,289
Botswana,BWA,2020-10-19,183.7,,,,299.14286
Botswana,BWA,2020-10-20,183.89,,,,299.14286
Botswana,BWA,2020-10-21,179.59,,,,299.14286
Botswana,BWA,2020-10-22,179.54,,,,287
Botswana,BWA,2020-10-23,179.51,,,,97.28571
Botswana,BWA,2020-10-24,179.18,,,,97.28571
Botswana,BWA,2020-10-25,179.27,,,,97.28571
Botswana,BWA,2020-10-26,176.75,,,,96.28571
Botswana,BWA,2020-10-27,178.2,,,,96.28571
Botswana,BWA,2020-10-28,179.27,,,,96.28571
Botswana,BWA,2020-10-29,177.72,,,,102.71429
Botswana,BWA,2020-10-30,178.42,,,,102.71429
